epoch,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae
0,1.2607885381599815,1.2467768369364205,1.264886114053295,0.7708720710597622,0.7672836656545522,0.7709412604938531
1,1.095674939174625,1.0705092439384098,1.0768628791592512,0.7090438602282256,0.6991407329934111,0.7025011646127037
2,1.1919462012582664,1.1940652529318394,1.1953713132842052,0.7012591874375826,0.6999090687457084,0.7018835712000793
3,0.9677118988324157,0.9842522838186732,0.9768453313829157,0.6561926851179828,0.6603060953087712,0.6584625083032817
4,0.9900829057257688,0.9690214345353338,0.980292848446153,0.6656328629000591,0.660658020055767,0.6635328786374918
5,1.2496477581654872,1.2409024080101976,1.2488603481635125,0.7479500565885612,0.7449417086216162,0.74891561151493
6,0.788414135999881,0.7906076004748559,0.775247462372549,0.6217920378098831,0.6233032006459112,0.6175839649040834
7,0.8282329255717984,0.8366939277926496,0.8293644261744247,0.6181576930532375,0.61844979855339,0.6173833410425107
8,0.7539915926260073,0.7715602749019012,0.7554696508205365,0.5866877105127023,0.5921635384096952,0.5897186058473681
9,0.7596805642497004,0.769307798383352,0.7544887361434894,0.6166462827684861,0.6166275038652113,0.6150269355925306
10,0.6767319207858791,0.6979895983056853,0.6901352213086559,0.5486160157204584,0.5537732867043367,0.5528228187559104
11,0.8584936429140203,0.86191817558368,0.8529251263431435,0.6097372262449211,0.6092670520149279,0.6079651989785495
12,0.6542556762481613,0.6903400209100121,0.6587691210639425,0.5355269067593719,0.5455564210892491,0.538247530160583
13,0.6916061269975696,0.7320376781367138,0.7088299780192946,0.5261622915662345,0.5354496438188082,0.5318268644313706
14,0.567692713260598,0.61034414019689,0.5874635128604443,0.4674018174418636,0.4804037971814749,0.4754508966722234
15,0.6835236334858308,0.7140067500291486,0.6911205947767045,0.5267381946752021,0.5358287975082733,0.5295962379464406
16,0.7094588473029112,0.7280430580941823,0.7142737592949406,0.5694198151119694,0.5774013328673008,0.5734056250329228
17,0.5906099932120898,0.631657618598196,0.6204336726069782,0.4722077758789357,0.4855293675762969,0.48543553806177403
18,0.7854105975171666,0.8149324190943793,0.7930450585697363,0.5961949916740966,0.6055383950409509,0.6001360756798049
19,1.1780818613364714,1.2451497971954018,1.2032982308244538,0.6897521591815938,0.7055523406705998,0.698494948063947
20,0.5177626474951106,0.5716593972634342,0.552607065082873,0.496086435198953,0.5134089140897109,0.5080248344634614
21,0.5983152720892623,0.6607144919210397,0.6384409365380324,0.4790346599140409,0.4978746773293303,0.49455992038537566
22,0.5767141862010036,0.6249233574698188,0.6140204635355967,0.47221398665220077,0.48759597028749496,0.4851774948375716
23,0.5588615331111093,0.6081951234389636,0.5972951449990733,0.4791511311216732,0.4952201985371899,0.4913745896658561
24,0.5669041426663178,0.6097160375457495,0.5936101338077374,0.45943079171070406,0.47076300259776577,0.46886491180865136
25,0.5778978015539002,0.6198367109034835,0.6065271763500396,0.46534963947803665,0.4770060553019758,0.4757570112497476
26,0.5162322930275935,0.5693608291380001,0.5512026536570108,0.43611990952101337,0.4537428359987421,0.4510836870573674
27,0.6912679531920427,0.7225519982895966,0.7259812587700898,0.5142882813376847,0.5225442194521172,0.5262217719976793
28,0.5123417258911791,0.5693164323499057,0.5496002909513307,0.43776563477273644,0.4558779111876859,0.45265399570420944
29,0.5681976386915116,0.6294647906928713,0.6058576574066024,0.45283253788252276,0.4714335483190048,0.4644420612156748
30,0.5089775616951965,0.5764320990429457,0.5496187598140506,0.4408329599027609,0.4631235551592703,0.4566877768791046
31,0.470622356382659,0.5317801675727901,0.5129310465076372,0.45365455177432723,0.4756144165425062,0.4691755124525431
32,0.6196439516561882,0.6777041697803804,0.6693701392288399,0.4724185308741182,0.48953656198027046,0.4878294337611997
33,0.49278679335068726,0.5521143180251884,0.5354665503523801,0.4622657274057204,0.4823939727052362,0.48060962043230027
34,0.4298748255392862,0.5036398381452547,0.4843460348488015,0.4066194401612123,0.4332351644876155,0.42701302314843514
35,0.42973075104739417,0.504598494074731,0.4775619380672933,0.4148685484916224,0.4408650113986544,0.4342413290200874
36,0.45953475033220104,0.5222105639787915,0.5117665902372341,0.4095823478110183,0.4326607801230784,0.43076807921773186
37,0.6462384297717203,0.7014148772762339,0.6972512486610851,0.47846392786900743,0.497634182266245,0.496150019545932
38,0.4670176385041695,0.5431643851795703,0.5257914637774821,0.42327150851244627,0.4475221720961347,0.4442227169491008
39,0.7273153049812819,0.8002733115840955,0.7732104562106282,0.5479122531179609,0.5658774049914403,0.5654579095311
40,0.5302121364544635,0.6073888815848484,0.5827484569144726,0.4726579500718117,0.4982282309927664,0.4935480982078806
41,0.612886658837856,0.6646605024443217,0.6519966971394953,0.4898767568426497,0.50568929937273,0.5039217643057947
42,0.4687913542340634,0.5497330694034631,0.5329208660345062,0.4291548532556183,0.4581827451992402,0.45391396440884535
43,0.5076804959124643,0.5632177676262903,0.540372778106412,0.4258430337252428,0.4478272863561485,0.443113560618501
44,0.6627859824058088,0.7185570560105057,0.7105399649878039,0.4961979000697471,0.5164362335356388,0.5140963082055658
45,0.6361445925427245,0.7229044749657842,0.6934619305827242,0.46604700576980934,0.49148271462596194,0.48574357977620514
