epoch,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae
0,1.1465896258757222,1.1540507973847651,1.1458521382228593,0.7269681748442952,0.7308959163909936,0.726886416594585
1,0.9868520375118638,0.9919514589449937,0.9849762362649543,0.6738699170029934,0.6761636395675411,0.6733411543333977
2,1.603284154684243,1.6077741984999365,1.6231817546390046,0.8486842541227968,0.8495379277985202,0.853288442713784
3,0.8836463356821477,0.9018546328490356,0.8917770610791504,0.6447359610621004,0.6510637718703828,0.6467102741454221
4,1.031720405316785,1.0315751842418077,1.0358074020037409,0.6812511817428499,0.6787918526255039,0.6829283957960424
5,1.006046716920644,1.0315755985496353,1.0065298744495792,0.6405122910140536,0.6482004318103739,0.6439805578625515
6,0.7684439247057062,0.790814796693411,0.7654676762049764,0.6169092555956498,0.6231678002416828,0.6154657063982023
7,1.2241958868778444,1.2345728987193036,1.2413807570596975,0.7329208621789411,0.7359799209746962,0.7379547598641533
8,0.6988910044289778,0.7142484886999574,0.7067753829718181,0.5679638222818622,0.5724585316849677,0.5704650029984821
9,0.9864351702285044,1.0033638833322565,0.9878221600893844,0.6412604578228689,0.6449211853415265,0.6432010421670232
10,0.7241392657656326,0.74207527669028,0.7225371261996228,0.557542866622009,0.5616861601579665,0.5583792437821931
11,0.7047041787177898,0.7207406495086552,0.7199426906595916,0.5526718514428335,0.558195982649007,0.5579756295296496
12,0.7469430172142505,0.7839591141233664,0.7591080778613125,0.617139318765716,0.6255047958414002,0.6199557525890241
13,0.6765732668924788,0.687575738999584,0.6856655407923924,0.4980321265569822,0.5023537724058299,0.5027776611866209
14,0.6710978032824542,0.6960987510324486,0.6955890734811486,0.5214790955073612,0.5300094451549113,0.5309118043123661
15,0.6423226648468788,0.673373070170717,0.6606314866493627,0.496425234586571,0.507390431760421,0.5031752712490783
16,0.5823214835788413,0.6105321522031281,0.6021062404500542,0.48255533577310705,0.4916589431854829,0.4892914591529334
17,0.7717643386570134,0.8153703073423766,0.7846563730203272,0.5958625502904173,0.6075555737342508,0.5994338042168579
18,0.5767832070192905,0.6065178747556215,0.594653991444892,0.5117712780876176,0.5224579367694148,0.5180105508929289
19,0.8536418049515502,0.9028347447363897,0.8685396529438042,0.5822048327003234,0.5919934102558705,0.5861602001828669
20,0.5474823028022247,0.5725354072467195,0.5707814272726586,0.46521972898116276,0.4730023914870586,0.47285804178580315
21,0.6229887004467487,0.6510319364272967,0.6483034094560216,0.46736233691379975,0.4776358015948187,0.4762302083730141
22,0.585064611042803,0.6112249418516291,0.606856072004084,0.47378331020559117,0.4832317455216664,0.4822098685262347
23,0.509999984961472,0.5394075297784252,0.54090885687787,0.4597839028779426,0.47183716664329844,0.4703974443475087
24,0.5114272676693967,0.5615847858777967,0.5416933790912692,0.46417356525372044,0.4817953766039888,0.4756896166582731
25,0.8225143475969442,0.8490498791513411,0.8458090987304375,0.5581339257532923,0.5680161519945999,0.5676691596570516
26,0.6506981491184496,0.7069971090962309,0.6802319218518309,0.5442119457907322,0.55923929634159,0.5522840735225419
27,0.5922007911663922,0.6317340809359673,0.6366173237236159,0.45002634367499095,0.4636322037823498,0.4674009483291094
28,0.5212694148108984,0.5825384829164701,0.5639625521446634,0.4759793062304566,0.49630792819795044,0.48890595899385897
