epoch,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae
0,1.2261998447429066,1.241052037811514,1.2206654597762499,0.7550651900930834,0.7613823064337779,0.7548229040111711
1,1.4871818441178912,1.5172514795182879,1.5011041596664767,0.8173638973441423,0.8263559825221828,0.8197887330936791
2,2.0964575582810294,2.1286116531750707,2.1266928769430202,0.9567506148489725,0.9654495028745457,0.9624707606900814
3,0.8453630167383194,0.87225670002128,0.8485418453710708,0.6095127798343677,0.6181952445573553,0.6125212840840575
4,0.8779299610976014,0.8949252037380165,0.8906126675766916,0.6055134945679609,0.6120964262740689,0.6103427688468324
5,0.8136187419414728,0.8391784844772909,0.8195842067307055,0.6091726348455344,0.6201816174794242,0.6140225922049423
6,0.7498472624689843,0.7648332361353348,0.7438466855128636,0.5678561812857724,0.5710805573083961,0.5681399539622773
7,0.7350043636320112,0.7522609968637428,0.7306989102039395,0.600905669187563,0.6089780192397805,0.6011028690453403
8,0.9383380191876963,0.9471144008288835,0.9436342450839493,0.6392884920586366,0.6442813780387097,0.6417386261206247
9,0.9557984057445097,0.9796399765076906,0.9494016424198496,0.644726296578298,0.6532688616181958,0.6444297005861651
10,0.6907337307118733,0.7028695391811071,0.6972570089172341,0.5607827891770092,0.565764026509772,0.5646146845420962
11,0.7410986572091497,0.7542116300937161,0.7458168270169822,0.5969261447394282,0.6047600702645692,0.5989592313688011
12,0.7176893668616119,0.7408759292585424,0.7314671559338226,0.5396750059644051,0.5464099865548999,0.5460442947894641
13,0.6647743487739904,0.6815354785348675,0.6789802998658905,0.5229456602012793,0.5300213718197688,0.5284343031065829
14,0.6397032990614947,0.6675244140663745,0.650746032759833,0.5211059780000948,0.5311249835894,0.5253916569225927
15,0.6323550380026194,0.6519976545312619,0.6632665055178338,0.5069004550470988,0.5144264703605984,0.5153343961931872
16,0.6084432035095977,0.627145523304066,0.6244695914104423,0.4802943917133262,0.4865669690421227,0.48758511570691254
17,0.5988302421160657,0.6140051810780753,0.6160364852989372,0.5002213945059013,0.5076113645698892,0.5071724970648813
18,0.5532487585822332,0.5743218146936139,0.5711899734381032,0.46982619835753653,0.47874577429811843,0.476219342393672
19,0.7861023719614006,0.8147929259408095,0.7891650042209937,0.5862347113636478,0.5972875268358845,0.5887167265751115
20,0.5987139033891867,0.6187709870498331,0.614684586118037,0.48069403531043603,0.4890283620168488,0.4850112857140709
21,0.6397412454967958,0.6527481319041681,0.6460775830031469,0.5265902960113078,0.532570469815067,0.5283879551615291
22,0.5462246066161146,0.5804150209333157,0.5581208667973139,0.46173420378607116,0.473134889398659,0.4690098760471925
23,0.5632991672152377,0.6036208824196075,0.5847834460108091,0.47692285157928704,0.4920386401764629,0.4885586281632399
24,0.50272617505863,0.5495756238776458,0.5212926328939459,0.4351589046096263,0.4506643216018063,0.4425337399381239
25,0.5109240373405592,0.5361603545784464,0.5252313544215045,0.46061282030759465,0.47077642547963094,0.46554896694032305
26,0.5127905698913786,0.5584353488552657,0.5329338718449104,0.4651550436720187,0.4810588321466839,0.4761786324184143
27,0.5238970231213507,0.5514134177843313,0.5468294980733539,0.4566233195359705,0.46672539388673123,0.46693679896673856
28,0.5229493598504353,0.5611375815479541,0.5495084236158247,0.4397257284729823,0.45357660191161703,0.45250603695308955
29,0.48260909335048724,0.5267394652153267,0.5204003875502036,0.44691818146965806,0.4628175833840453,0.461776573773303
30,0.6082058767126762,0.638552251574047,0.6327787977243329,0.4776900523354961,0.4863242319687406,0.4861938293224836
31,0.49432437211809543,0.5295252637981198,0.5300109603239067,0.4344249266471564,0.4472082482650226,0.4469946738277648
32,0.4710375774918377,0.5113911287114364,0.5005754262813321,0.4486115809635341,0.46354240965506954,0.4594119470811105
33,0.507718112546991,0.5504179135411337,0.5511991846122986,0.43442343336293027,0.4483872881023958,0.45119413148809345
34,0.6294992871499919,0.6602460296655405,0.6456256574710787,0.49828969666299594,0.5074593538312954,0.5040796640860954
35,0.4407656942908173,0.4936919101042497,0.4778696270435019,0.41920203314457977,0.4394799884644088,0.43417431229268355
36,0.4765410057627798,0.5350104758719397,0.5204666042633389,0.4643301809977648,0.48639196307173954,0.4802427875131202
37,0.44798124799917044,0.5032005538054926,0.49432139326258134,0.4282688461655966,0.44850500220137346,0.44585924272833116
38,0.4476265648944601,0.49607628596611375,0.4826438333695367,0.4793415925918558,0.49650372167291984,0.4907185088923869
39,0.45939474065035507,0.5007842133744781,0.4910976356094202,0.4532812353475069,0.46894497453088685,0.4632553529534364
40,0.5200609456218359,0.5861941334463712,0.5811179237835898,0.49028501928080614,0.5105452404616134,0.511192948489252
41,0.46993947793883445,0.5153803931095727,0.5132042357270852,0.4584080935057906,0.47564995023897705,0.4743886733271258
42,0.4227099904094508,0.4879380545896291,0.47555091836471514,0.4210190002088942,0.445580647158381,0.43989365481715076
43,0.45961957903474293,0.5307335777286061,0.5137891116811482,0.40720225621875633,0.43290603207301553,0.4271451836594194
44,0.4963336516533598,0.5400873095204831,0.530998831513009,0.4292763891902539,0.444207917348474,0.4419338765679901
45,0.47217204457048634,0.5125024579234432,0.5067137361214997,0.4301608388015847,0.44636316387970487,0.4438744839325582
46,0.40905100340047307,0.47074827588052465,0.4552000500481342,0.3983232945531586,0.4204169144058399,0.4161283003522878
47,0.40774806740784525,0.46601749361042644,0.45950746000011916,0.4108317724957262,0.434514080430288,0.43049448401899637
48,0.5055489574710109,0.577057580727091,0.5531432326181341,0.49991414114240923,0.5227710445108782,0.5160439541255037
49,0.6975173483192406,0.7534429279790178,0.7279183855182662,0.5251121501256174,0.5434441124485325,0.5382430487998799
50,0.8886292377963722,0.9180947657199929,0.9140247050404413,0.610939585581047,0.6208271740132612,0.6170309062553624
51,0.6407398768339774,0.6741030132385264,0.6794642709553443,0.5166736328958149,0.5284963220860676,0.5282567497652325
52,0.40774682533437795,0.47787648225610474,0.4721133120524513,0.39220927582019,0.41910986443061155,0.4171943034838105
53,0.6104912000047361,0.661316579132295,0.6431833651942203,0.5176652848385601,0.5345936631524087,0.5301389976339035
54,0.6541828479692409,0.681226507445734,0.6753393136825908,0.571154078773206,0.5808797929519275,0.576557380817192
55,0.4842765844030188,0.5429868501427039,0.5367337265445191,0.4415833252180277,0.4615541453964191,0.45982540425771623
56,0.43803538564700545,0.5191372053761005,0.49994997184744533,0.4032762856242522,0.42996173995980613,0.4258049488921288
57,0.6029805115745724,0.6408265497530091,0.6393853479143145,0.4884189330856849,0.5008303379860487,0.5001515361795602
58,0.43163641812887765,0.5180327096390571,0.49867904380556516,0.4184259992612624,0.4472686208950311,0.44211463861780215
59,0.39391208614294776,0.4550285485248986,0.44921854240908626,0.40684952243787653,0.43212400019286945,0.4298924155722056
60,0.40106971476420455,0.4633056734522052,0.4515659656050299,0.39035493823992734,0.4133208460073337,0.4100367393954545
61,0.5612535323161114,0.6048049007594042,0.5993237397784342,0.4790349901477833,0.49535201656047445,0.492214993156995
62,0.5176143838062766,0.5603846811757872,0.549999444039911,0.4716363299298515,0.4870760289289129,0.4821957865587358
63,0.48636685735475627,0.5559669365415146,0.5521364489044985,0.4486670314937075,0.4744353320620732,0.4711457144837043
64,0.3985544187726253,0.47765809658649416,0.47416332645469245,0.3961153454855973,0.42617048306384425,0.4252547008176362
65,0.48536663024078874,0.5409136271630407,0.5424809145834191,0.4229869045607884,0.44261211243053306,0.44279314187226104
66,0.4485078443476639,0.5313440747483295,0.512215181191084,0.4371553664429289,0.46732369676397945,0.4621917201590021
67,0.42645876223074913,0.48653116403925806,0.48684836419799515,0.4345004155312006,0.45731420560245295,0.4565525311820811
68,0.4188534987425333,0.48718829046115153,0.4846277585547838,0.3877475807233036,0.4142146009360814,0.4124915355115359
69,0.38794010022417086,0.4704041477857672,0.4580413120621651,0.3862620947108335,0.41803763713689346,0.41434204254939366
70,0.610562634763084,0.6512443604809286,0.6477619600437612,0.48875690068992034,0.5039499220602076,0.5019069341829816
71,0.35359164171108515,0.44011818472542485,0.4255663336007344,0.3628258762042278,0.3976107053625745,0.3931721423303864
72,0.3882448200117118,0.48690319075089367,0.4703412651654141,0.40349814730662265,0.4402650334887615,0.43616102387248507
73,0.33745893847086117,0.41860253664903035,0.4150065728070642,0.3510326978201529,0.3844262276161082,0.3833457305479677
74,0.37726864205465965,0.4696315209350597,0.45621639721472784,0.38825467840183386,0.423866270212622,0.4201669954001618
75,0.3597086338385533,0.44846220369245393,0.42817324945488194,0.38555768977223787,0.42131023222039393,0.41381013130417293
76,0.44373918651955047,0.5265924156176045,0.5130167385450074,0.45831460624066256,0.48889930206069365,0.4824722613437463
77,0.5754368007503798,0.6251274481873921,0.6081191171719468,0.48645808100716237,0.504006024573322,0.4971105317261991
78,0.40003890187113644,0.4903958783483747,0.4756348895863306,0.4242227208231784,0.45590899643382216,0.45162176721826464
79,0.39032210858604294,0.4768184839771118,0.4586415213139058,0.3907247500211455,0.42336845928251654,0.4168459418947959
80,0.45634478641300624,0.5254508965957932,0.5101110942404852,0.41209191462254535,0.4381219302847696,0.4323300858832837
81,0.35289845235953415,0.4539452544456727,0.4329927576945767,0.366705126886723,0.4061045653449354,0.40068995142136493
82,0.3511104996716934,0.4518957601920899,0.44072974496311207,0.40231419907674076,0.4390759299766038,0.4369824928549634
83,0.46097494734755573,0.5476574538545727,0.543266782075845,0.4150050543083634,0.44414155787384046,0.4448151394578496
84,0.37239558948209633,0.4602053313069631,0.4496626182651909,0.3910419771551891,0.4270462694422094,0.4220553706708273
