epoch,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae
0,1.2116700483962362,1.22587248041922,1.211688984062176,0.7555951588002514,0.7598208512736699,0.7562555227169309
1,1.2688240509200686,1.2758296194418595,1.2748706147426385,0.734984278771123,0.7396540706803433,0.7369552939390712
2,1.5680515129417174,1.5698785954046952,1.5650436153703648,0.7997162878778264,0.8009384292203989,0.8002108730815704
3,1.0824950602590386,1.0996672647352719,1.0737384839671378,0.768898547646463,0.7737695375172817,0.7666279308650381
4,1.0261532121356025,1.0283450773303584,1.0354458856414037,0.6626745391094578,0.6641580015778658,0.6666051829061261
5,1.0382803463757468,1.0445360210075179,1.0507597812000455,0.6772724512585384,0.677536813348144,0.6821431154434437
6,1.0205077336959005,1.0250200109075798,1.0248876367910538,0.6595226361665637,0.660334680019444,0.6618528710881677
7,0.840003667922979,0.8372000737095835,0.8304793592408923,0.622493521009547,0.6234862658684486,0.6203649595443622
8,0.8562626533892879,0.8647595155261273,0.8672489733394885,0.5652190638798789,0.5696106437049241,0.5731281711911085
9,0.95512684678537,0.953919429314522,0.9417036135294108,0.6749328092947899,0.6778643838279214,0.6720822633549765
10,0.6813631926901967,0.6979258986704807,0.6838192244951564,0.5788643647336631,0.5848277867333521,0.5812580789758279
11,0.62540434549935,0.6408469118109195,0.6369305483453949,0.5242232361072131,0.532565854463181,0.5300835906090587
12,0.6937813455261719,0.7090981487941811,0.7025486698577028,0.5141704702401536,0.5205097319209026,0.5219932801173199
13,0.6051505318092216,0.6213193931630296,0.61392199993412,0.5476981359578992,0.5546166523127825,0.5524849134536227
14,0.613003928615141,0.629649770239632,0.622717582546498,0.5128445857267756,0.5203617449240184,0.5176746570051152
15,0.5906659657502589,0.6114353266001775,0.6114045476955033,0.5158023001122923,0.527849577300525,0.5252403289764581
16,0.6065392864493555,0.6296202188142329,0.6307024768762852,0.49991247678860146,0.5081944342640468,0.5111379778652632
17,0.6334922326768749,0.657262033890223,0.6603274912875876,0.48244287039833017,0.49292138147379866,0.49601819807600017
18,0.5606890772085791,0.59167907824732,0.5941858939789196,0.48543453321914665,0.4992374622138696,0.5015203185464098
19,0.5977826888795603,0.6326016217739862,0.6314338569437523,0.4782056582231022,0.4912662511009482,0.4921411406787419
20,0.5460541756644639,0.5827542586313059,0.5771254634176108,0.4543091739395424,0.46911336948222926,0.4696429885976297
21,0.5519997264339925,0.582577446254498,0.5792876028205053,0.49591986662784937,0.5054657162989822,0.5067985321582048
22,0.4728309427894689,0.5095765010834573,0.509858600580849,0.44501139781712007,0.4612123188989389,0.45930157386786974
23,0.5117893160600451,0.547842138116543,0.5482657854689961,0.49283010147626566,0.5071598006074197,0.5072567322084585
24,0.5168365967727888,0.5549483028529375,0.5626983930049534,0.42789925262001344,0.4440142798598731,0.449698024298591
25,0.5668958598607043,0.6040382003527099,0.6004538442225044,0.47604250598185155,0.49051374545548,0.48915636059154205
26,0.6159639202931726,0.6531021793516597,0.6461430714591122,0.4776346783323585,0.48974520780696007,0.48945528064599175
27,0.48521926681266925,0.531875727544584,0.5308102268597513,0.44631621406281685,0.46621608496622335,0.46516914599210674
28,0.4755012822511331,0.520134492636808,0.5137403615645132,0.43674983767446773,0.4570251447479295,0.45518700152796593
29,0.46192610893013136,0.5195285056481241,0.51342164402825,0.44145186642658385,0.4656413575369008,0.4645969571890513
30,0.4547288309110601,0.49627001952480543,0.5059895687166284,0.4586938299648693,0.47599812225651983,0.48020694790854773
31,0.5752964855793645,0.6236163547640942,0.6191055113863813,0.45708821469473393,0.47416111414129913,0.47510095652511886
32,0.5597977719870406,0.6027126360739938,0.6041203231090538,0.44265015960571114,0.4590281801076029,0.4597458160614703
33,0.5275488150827858,0.5823797888337245,0.5784985994054754,0.45910485149903474,0.4783604326631295,0.47751976388595974
34,0.48596856505433,0.5384506878297911,0.5297845497332219,0.43477690176139533,0.45377877464529043,0.4528070571546302
35,0.46482550597713285,0.5148691643766414,0.5145792858477404,0.45193159848322756,0.47219129556757505,0.47221797124749193
